"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut"
"(a) & (b) & (((a) M (G(F(c)))) U (X(!(a))))","ltl2tgba-DG","ok",0,0.0106254,5,8,34,1,5,0,0,0
"(a) & (b) & (((a) M (G(F(c)))) U (X(!(a))))","ltl3tela-D1","ok",0,0.0317963,5,8,34,1,5,0,0,0
"(a) & (b) & (((a) M (G(F(c)))) U (X(!(a))))","delag","ok",0,0.91196,6,10,42,3,5,0,0,0
"(a) & (b) & (((a) M (G(F(c)))) U (X(!(a))))","rabinizer4","ok",0,0.755326,5,8,34,1,5,0,0,0
"X(X((G(F(a))) R (b)))","ltl2tgba-DG","ok",0,0.0072224,5,7,18,2,5,0,0,0
"X(X((G(F(a))) R (b)))","ltl3tela-D1","ok",0,0.0116587,5,7,18,1,5,0,0,0
"X(X((G(F(a))) R (b)))","delag","ok",0,0.906115,5,7,18,1,5,0,0,0
"X(X((G(F(a))) R (b)))","rabinizer4","ok",0,0.716379,5,7,18,1,5,0,0,0
"(((a) M (b)) U (X(c))) W (G(d))","ltl2tgba-DG","ok",0,0.0160686,62,488,798,6,17,0,0,0
"(((a) M (b)) U (X(c))) W (G(d))","ltl3tela-D1","ok",0,0.0977655,12,74,192,2,3,0,0,1
"(((a) M (b)) U (X(c))) W (G(d))","delag","ok",0,1.19681,18,198,228,7,2,0,0,0
"(((a) M (b)) U (X(c))) W (G(d))","rabinizer4","ok",0,0.848634,13,92,146,4,2,0,0,0
"((G(a)) M (F(b))) R ((c) | (F(d)))","ltl2tgba-DG","ok",0,0.0103611,7,28,112,3,3,0,0,1
"((G(a)) M (F(b))) R ((c) | (F(d)))","ltl3tela-D1","ok",0,0.046448,7,28,112,3,3,0,0,1
"((G(a)) M (F(b))) R ((c) | (F(d)))","delag","ok",0,0.928089,9,61,144,5,3,0,0,1
"((G(a)) M (F(b))) R ((c) | (F(d)))","rabinizer4","ok",0,0.740953,7,32,112,4,3,0,0,1
"F((a) | ((b) & ((!(b)) | (c) | ((d) R (a)))))","ltl2tgba-DG","ok",0,0.00694319,2,3,16,1,2,0,0,1
"F((a) | ((b) & ((!(b)) | (c) | ((d) R (a)))))","ltl3tela-D1","ok",0,0.00861629,2,3,16,1,2,0,0,1
"F((a) | ((b) & ((!(b)) | (c) | ((d) R (a)))))","delag","ok",0,0.967547,2,3,16,1,2,0,0,1
"F((a) | ((b) & ((!(b)) | (c) | ((d) R (a)))))","rabinizer4","ok",0,0.866264,2,3,16,1,2,0,0,1
"X(((a) & (F(b))) U (!(a)))","ltl2tgba-DG","ok",0,0.00635382,5,11,20,1,4,0,0,1
"X(((a) & (F(b))) U (!(a)))","ltl3tela-D1","ok",0,0.00776039,5,11,20,1,4,0,0,1
"X(((a) & (F(b))) U (!(a)))","delag","ok",0,0.587185,5,11,20,1,4,0,0,1
"X(((a) & (F(b))) U (!(a)))","rabinizer4","ok",0,0.67994,5,11,20,1,4,0,0,1
"F((G(a)) | ((!(a)) & ((a) R (X(a)))) | ((a) & ((!(a)) U (X(!(a))))))","ltl2tgba-DG","ok",0,0.00789777,2,3,4,1,2,0,0,1
